Tipo de Identificación,Fecha de Nacimiento,Tipo de sexo,Estrato Social,Cabeza de Familia,Posee alguna discapacidad,Población a la que pertenece,Grado de Escolaridad,Tipo de Formación artística,Sub area,Es su principal actividad,Año de inicio de actividad,Area en la que se desempeña,id_artista,Año registro,Municipio,Longitud,Latitud,Provincia,Hace parte de alguna organización,Empresa de pensión,Eps,regimen
Cedula de Ciudadanía,1990,Femenino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2015,Artes plásticas,f0b257bc-85ea-48fb-b3ac-04e47b5dfeb8,2021,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Medimás,Contributivo
Cedula de Ciudadanía,1985,Masculino,2,No,No,Ninguno,Técnica,"Autodidacta, Talleres, Cursos",Actor,SI,2015,Teatro,7fff3bfd-7a95-412e-b773-af1b5b56e806,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Porvenir,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1978,Masculino,4,Si,No,Ninguno,Especialista,"Autodidacta, Talleres, Cursos, Clases particulares","Arreglista, instrumentista, interprete",SI,1999,Música,3f2406a6-7703-4e01-b996-bdbdc0087119,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1969,Masculino,3,Si,No,Ninguno,Magister,Universidad,INVESTIGADOR,SI,1991,Gestor Cultural,201da300-c007-4fd2-9b72-c2bf0f49abe6,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Otro,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1979,Masculino,3,Si,No,Ninguno,Técnica,Talleres,Artista Creador y Productor,SI,2011,Cinematografía,3eee9a54-cc0a-47a1-b4a3-b5ba8ef33560,2021,Tibasosa,"-72,999449","5,74723",Sugamuxi,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1994,Femenino,1,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Clases particulares",Artista Creador,NO,2010,Danza,7c1a933a-4947-4dba-a433-3860944f4753,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Otro,Sanitas,Contributivo
Cedula de Ciudadanía,1984,Masculino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Gestor Cultural,SI,2004,Teatro,032cf0c4-437d-4e01-b58d-cfc3beca7b3a,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Protección,Sanitas,Contributivo
Cedula de Ciudadanía,1992,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Productor,SI,2000,Música,4e6a35a2-df44-4468-8489-a8c719c0a279,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Compensar,Nueva EPS,Contributivo
Cedula de Ciudadanía,1946,Femenino,4,Si,No,Ninguno,Especialista,Universidad,Gestor Cultural,SI,2007,Gestor Cultural,8345e8e2-5776-49b4-998a-5a0b30a7756f,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1980,Femenino,2,Si,No,Ninguno,Especialista,Talleres,Artista Formador,SI,2015,Literatura,d2ac5a4f-4b2a-43cd-a5b2-9176cf56e44b,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Otra / No clasificada,Subsidiado
Cedula de Ciudadanía,1970,Masculino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,NO,2000,Literatura,266c483c-b3e0-4e49-b9a8-8cf8f59c2338,2021,Chiquinquirá,"-73,818745","5,61379",Occidente,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1984,Masculino,4,Si,No,Mestizos,Tecnológica,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad","Director Creativo, Director de Animación",SI,2019,Cinematografía,87011fbf-f88d-49a0-ac14-f1d8cf4d1a4d,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Otro,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1998,Masculino,2,No,No,Ninguno,Secundaria,Universidad,Actor,SI,2011,Teatro,02bcc8c7-fa9d-43f7-bbd8-e3c95f006335,2021,Duitama,"-73,03063","5,822964",Tundama,No,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,1993,Femenino,3,No,No,Ninguno,Universitaria,Universidad,Gestor Cultural,NO,2018,Literatura,1245c8ec-1119-476f-98c2-616c8dac8317,2021,Moniquirá,"-73,573374","5,876331",Ricaurte,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1984,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Productor,SI,2008,Cinematografía,ad1be071-6e69-4494-a727-c686ffc2b183,2021,Boyacá,"-73,361945","5,454578",Márquez,No,Colfondos,Famisanar,Contributivo
Cedula de Ciudadanía,1973,Masculino,3,Si,Sí,Ninguno,Técnica,Autodidacta,Artista Creador,SI,2003,Artes plásticas,cd9aeafb-8c30-4377-9089-f0d88c0e75a0,2021,Duitama,"-73,03063","5,822964",Tundama,No,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1974,Masculino,2,Si,Sí,Ninguno,Técnica,"Talleres, Clases particulares",Interprete,SI,1995,Música,8eaf56c0-6ee2-4221-8d0b-6209a0b73f32,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Otro,Nueva EPS,Contributivo
Cedula de Ciudadanía,1977,Masculino,2,Si,No,Ninguno,Secundaria,Autodidacta,Artista Creador,NO,2005,Literatura,eae483fe-ae8c-464d-923e-eccc500a40f3,2021,Moniquirá,"-73,573374","5,876331",Ricaurte,No,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1982,Femenino,2,Si,No,Ninguno,Técnica,Cursos,Artista Formador,SI,2002,Música,b7876313-821b-46e2-809c-67b8c45ae1aa,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Colpensiones,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1968,Masculino,2,Si,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,1991,Artes plásticas,97fc58a8-3633-44bb-a363-6cfc2cd9e5cc,2021,Villa De Leyva,"-73,524948","5,632455",Ricaurte,No,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,1981,Femenino,1,Si,No,Ninguno,Tecnológica,Cursos,Artista Creador,SI,2005,Artes plásticas,5ab33b1a-244f-481f-8dce-580d1886b357,2021,Tibasosa,"-72,999449","5,74723",Sugamuxi,No,Otro,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1990,Masculino,3,No,No,Ninguno,Universitaria,Autodidacta,Artista Creador,NO,2015,Artes plásticas,934d5a4c-c2ac-450a-a2e8-85701d5bbfeb,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1993,Femenino,3,No,No,Ninguno,Universitaria,Clases particulares,Artista Creador,SI,2016,Artes plásticas,92e81649-ba85-42c4-8a16-3f6ae73856cc,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Famisanar,Contributivo
Cedula de Ciudadanía,1967,Masculino,1,Si,No,Mestizos,Técnica,"Talleres, Cursos, Clases particulares",Artista Creador,SI,1985,Música,6d982d66-f463-45cc-ae79-cae23ea28f6d,2021,Tasco,"-72,781011","5,909821",Valderrama,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1977,Masculino,2,Si,No,Mestizos,Técnica,Autodidacta,Artista Creador,SI,1991,Artes plásticas,6f3b61f6-140f-48ef-9372-dc204da999ff,2021,Cerinza,"-72,947918","5,955939",Tundama,No,Otro,Otra / No clasificada,Subsidiado
Cedula de Ciudadanía,1981,Masculino,3,No,No,Ninguno,Universitaria,"Autodidacta, Cursos, Clases particulares",Artista Creador,SI,2002,Música,9c102630-548f-453e-b290-b234ceac9393,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1988,Masculino,3,Si,No,Ninguno,Especialista,"Autodidacta, Cursos, Universidad",Interprete,NO,2005,Música,43c1bbfb-0fff-45c5-9615-a784650df4cc,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1945,Masculino,3,Si,No,Mestizos,Universitaria,Autodidacta,Gestor Cultural,SI,1970,Literatura,e815796a-0031-4108-90dc-58df42b4a160,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1979,Femenino,3,Si,No,Ninguno,Especialista,"Autodidacta, Talleres, Clases particulares",Artista Creador,NO,2018,Emprendimiento Cultural,e840ecf4-0ed0-4d36-b23b-ead5bb6aedf0,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1994,Femenino,2,No,No,Ninguno,Secundaria,"Autodidacta, Talleres, Universidad",Artista Creador,NO,2014,Artes plásticas,503d0412-6a0e-43cd-bc07-06be654cd5ee,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Nueva EPS,Subsidiado
Cedula de Ciudadanía,1996,Femenino,3,No,No,Ninguno,Especialista,"Autodidacta, Talleres, Cursos",Actor,NO,2009,Teatro,e8e2c228-e8b9-4951-a97e-a1512fd02ae3,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Otro,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1968,Masculino,3,Si,No,Ninguno,Técnica,Talleres,Artista Creador,SI,1985,Artes plásticas,cec7eb9c-bc7b-436f-9515-9818afdc260e,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1992,Masculino,2,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2010,Música,33e42588-9508-4399-9670-43525ee49c22,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1992,Masculino,1,Si,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2015,Teatro,a702667f-baa5-4f26-a8b8-ec5672bbbe7e,2021,Chivatá,"-73,282529","5,558949",Centro,Sí,Porvenir,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1965,Masculino,2,Si,Sí,Ninguno,Universitaria,Autodidacta,Artista Creador,SI,2000,Artes plásticas,0e42c9c8-440b-4056-b696-f05a0f2d068d,2021,Pesca,"-73,050872","5,558808",Sugamuxi,No,Otro,Nueva EPS,Contributivo
Cedula de Ciudadanía,1993,Masculino,2,Si,No,Ninguno,Universitaria,Clases particulares,Artista Creador,NO,2009,Artes plásticas,90e433bc-dff2-4595-9145-a31a06eb5f7e,2021,Paipa,"-73,11782","5,779894",Tundama,No,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,1982,Masculino,2,Si,No,Ninguno,Universitaria,Autodidacta,Artista Creador,SI,2012,Artes plásticas,85bdca46-7797-4c15-ad6d-5cd062429f31,2021,Paipa,"-73,11782","5,779894",Tundama,No,Colfondos,Medimás,Contributivo
Cedula de Ciudadanía,1996,Masculino,3,No,No,Ninguno,Secundaria,"Autodidacta, Talleres, Cursos",Artista Creador,SI,2014,Música,2422cbe5-7014-40ba-9b0b-4f9ae848b151,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,1947,Masculino,3,No,No,Ninguno,Universitaria,"Cursos, Universidad",HISTORIADOR Y GENEALOGISTA,SI,2000,Gestor Cultural,6f3c0692-99f0-426f-9c81-2d3e24009f0c,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Otro,Famisanar,Contributivo
Cedula de Ciudadanía,1982,Masculino,3,No,No,Ninguno,Especialista,Universidad,Artista Creador,SI,2003,Emprendimiento Cultural,751b0d42-853a-4df2-abee-4bff9da819df,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1989,Femenino,2,No,No,Ninguno,Técnica,Autodidacta,Artista Creador,SI,2013,Artes plásticas,786e7d26-9e1f-4cbb-814e-06f297fd309a,2021,Duitama,"-73,03063","5,822964",Tundama,No,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1990,Masculino,3,No,No,Ninguno,Magister,"Talleres, Cursos, Universidad",Artista Creador,NO,2014,Literatura,ec857b2d-69a6-4343-b1f9-ae83f75fd43b,2021,Boyacá,"-73,361945","5,454578",Márquez,No,Colpensiones,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1998,Masculino,2,No,No,Ninguno,Técnica,"Autodidacta, Clases particulares",Artista Creador,SI,2018,Música,e9d73eb9-9064-42bb-aebf-2d06e159cd1c,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1986,Masculino,4,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2010,Música,cee65354-e635-48eb-8a92-773dd1246d0b,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1995,Masculino,2,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",FUNDACIÓN ARTÍSTICA PERSONA JÚRIDICA,SI,1995,Danza,fc4a050e-d8ee-4fcb-8e25-d19a935a3c6e,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Otro,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1961,Masculino,3,No,No,Ninguno,Secundaria,"Talleres, Cursos",Artista Creador,SI,1980,Música,edaf5a13-4b50-428a-8336-78574f88feb5,2021,Tunja,"-73,355539","5,53988",Centro,No,Protección,Nueva EPS,Contributivo
Cedula de Ciudadanía,1982,Masculino,3,Si,No,Ninguno,Magister,Universidad,Artista Formador,SI,2008,Artes plásticas,5cfd37b5-69e6-47fc-a1cf-a9b3ab1f5f09,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colfondos,Sanitas,Contributivo
Cedula de Ciudadanía,1995,Femenino,2,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares",Bailarín,SI,2019,Danza,1441f098-13da-464f-965f-b43f4675326a,2021,Duitama,"-73,03063","5,822964",Tundama,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1968,Femenino,2,Si,No,Ninguno,Técnica,"Talleres, Cursos, Clases particulares",Gestor Cultural,SI,2016,Sabores y Saberes,2c06fc43-9c54-4c52-abfb-575a0d7c9abc,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1973,Femenino,2,No,No,Ninguno,Secundaria,"Autodidacta, Talleres",Artista Creador,SI,2000,Artes plásticas,bfbfa1ab-7f32-4be1-9628-215a0161f457,2021,Jenesano,"-73,363738","5,385813",Márquez,No,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1986,Masculino,4,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,1997,Música,741cca4a-34a0-47fe-977c-b517a1f7e861,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1982,Femenino,3,Si,No,Ninguno,Universitaria,"Cursos, Universidad",Gestor Cultural,SI,2017,Gestor Cultural,4a8c83e5-8e0c-49c6-b41b-f5f694fa5977,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Horizonte,Sanitas,Contributivo
Cedula de Ciudadanía,1987,Masculino,2,No,No,Ninguno,Magister,Autodidacta,Artista Creador,NO,2000,Emprendimiento Cultural,e5c633f2-68de-492b-a9c2-277909e2355d,2021,Chiquinquirá,"-73,818745","5,61379",Occidente,No,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1987,Masculino,3,No,No,Ninguno,Especialista,Talleres,mago y clown,SI,2005,Teatro,6a159498-38b0-45dc-89da-892edfff5c85,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,1963,Masculino,3,Si,No,Ninguno,Universitaria,Universidad,Artista Formador,SI,1970,Artes plásticas,a68eaa6e-932c-4d9a-920f-5388cacff6d6,2021,Duitama,"-73,03063","5,822964",Tundama,No,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1994,Femenino,3,No,No,Ninguno,Universitaria,Universidad,"Artista creadora, formadora, actriz y gestora cultural",SI,2019,Teatro,03aa0060-bd32-4f96-9209-ac09d33f7f97,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1991,Masculino,2,Si,No,Mestizos,Especialista,"Autodidacta, Talleres, Cursos",Gestor Cultural,SI,2016,Gestor Cultural,d09ec695-ec05-4475-9a58-7a443386cc9d,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1992,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2017,Artes plásticas,03c03d4d-ff89-4dfd-8fec-177e97ffb73f,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Sura,Contributivo
Cedula de Ciudadanía,1981,Masculino,2,No,No,Ninguno,Universitaria,"Autodidacta, Cursos, Clases particulares, Universidad",Artista Formador,SI,2008,Música,ba72a738-5e3e-4590-a70b-ced3a86e490b,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1946,Femenino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos",Artista Creador,SI,1969,Teatro,ebe8feab-d6e2-48e5-ae3c-323a1099c17d,2021,Villa De Leyva,"-73,524948","5,632455",Ricaurte,Sí,Otro,Famisanar,Contributivo
Cedula de Ciudadanía,1984,Masculino,2,No,No,Mestizos,Magister,Universidad,Artista Creador e Investigador Cultural,SI,2004,Artes plásticas,80a3a134-fc4b-4a03-b7ca-644b378cbfc4,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,1963,Femenino,2,Si,No,Ninguno,Técnica,Autodidacta,Artista Creador,NO,2004,Literatura,3c16ebd3-d89f-40ad-97fc-2c4bea0d2068,2021,San Eduardo,"-73,077747","5,22401",Lengupá,No,Porvenir,Coosalud,Contributivo
Cedula de Ciudadanía,1989,Femenino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Formador,SI,2016,Literatura,ccb98ddb-d1f2-4f5e-9a80-052978106fbc,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Protección,Sanitas,Contributivo
Cedula de Ciudadanía,1960,Masculino,2,Si,No,Ninguno,Universitaria,Autodidacta,Artista Creador,SI,2013,Literatura,4f5bb45b-ade8-4731-90c9-d39733f0de1f,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1978,Masculino,2,No,No,Ninguno,Secundaria,"Autodidacta, Talleres",Artista Creador,NO,2012,Cinematografía,bdd627f5-0a3f-4794-95a6-2b06c3d27287,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1990,Femenino,2,Si,No,Ninguno,Especialista,"Autodidacta, Talleres, Cursos",Gestor Cultural,SI,2010,Gestor Cultural,c4b9a15e-9123-49c8-90a0-595eafc805f9,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1971,Masculino,2,Si,No,Ninguno,Tecnológica,Universidad,Productor,SI,2010,Cinematografía,eaeb88e5-2b6a-45ba-8dc1-948602b3233c,2021,Duitama,"-73,03063","5,822964",Tundama,No,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1990,Masculino,3,No,No,Ninguno,Especialista,"Talleres, Cursos, Universidad",Gestor Cultural,SI,2012,Cinematografía,365d37fb-fef3-4f3c-a7fe-17bdbc84c559,2021,Chiquinquirá,"-73,818745","5,61379",Occidente,Sí,Otro,Otra / No clasificada,Subsidiado
Cedula de Ciudadanía,1972,Femenino,1,Si,No,Ninguno,Tecnológica,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,SI,1988,Literatura,ba19fc31-e987-4ca6-a785-8c2d73fb7a95,2021,Duitama,"-73,03063","5,822964",Tundama,No,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1977,Femenino,2,No,No,Ninguno,Secundaria,"Autodidacta, Talleres, Cursos",Artista Creador,NO,2014,Artes plásticas,6b6fe013-078f-4c26-8289-94310f778a7e,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Sin pensión,Medimás,Subsidiado
Cedula de Ciudadanía,1991,Masculino,2,No,No,Ninguno,Técnica,Cursos,Artista Creador,SI,2006,Artes plásticas,d1e942fb-9494-4a2c-86e3-97e565d51fc9,2021,Tibasosa,"-72,999449","5,74723",Sugamuxi,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1985,Femenino,2,Si,No,Ninguno,Tecnológica,"Talleres, Cursos",vigía del patrimonio,SI,2014,Gestor Cultural,46f50209-39f8-4f21-ab62-8d9af64629d6,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1982,Femenino,2,Si,No,Ninguno,Universitaria,Autodidacta,Gestor Cultural,SI,2009,Gestor Cultural,cc5b8220-a9c3-4553-adc3-a32aa85ed84e,2021,Paipa,"-73,11782","5,779894",Tundama,Sí,Colfondos,Nueva EPS,Contributivo
Cedula de Ciudadanía,1976,Femenino,3,Si,No,Ninguno,Tecnológica,"Talleres, Cursos, Universidad",VIGIA DEL PATRIMONIO CULTURAL,SI,2010,Gestor Cultural,b82e7d7d-5f9f-4aa3-8a23-a421ea267916,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Otro,Famisanar,Contributivo
Cedula de Ciudadanía,1997,Masculino,2,No,No,Ninguno,Técnica,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Interprete,SI,2013,Música,4f8da233-997c-4348-a01b-432ca35596fb,2021,Garagoa,"-73,364413","5,083234",Neira,No,Sin pensión,Famisanar,Contributivo
Cedula de Ciudadanía,1968,Masculino,2,No,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,1980,Música,cb01e8c6-0f80-4f51-8257-68b5ab7ac830,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Compensar,Compensar,Contributivo
Cedula de Ciudadanía,1987,Masculino,4,Si,No,Ninguno,Magister,Universidad,Artista Creador,SI,2004,Cinematografía,23958c62-4927-4a58-a4d2-fb10a9b5b350,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1957,Masculino,3,Si,No,Ninguno,Tecnológica,"Talleres, Cursos, Clases particulares",Artista Creador,SI,1995,Artes plásticas,a4747259-303e-4c55-b8c6-299dd587d35f,2021,Ramiriquí,"-73,334839","5,400303",Márquez,Sí,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1974,Femenino,3,No,No,Ninguno,Técnica,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,SI,1998,Danza,80cc4d1a-a134-4846-94a2-6169b30bfa84,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1994,Femenino,3,No,No,Ninguno,Tecnológica,Universidad,Artista Creador,SI,2012,Cinematografía,52c2bcb3-426e-4e40-9f4a-fa306f875143,2021,Villa De Leyva,"-73,524948","5,632455",Ricaurte,Sí,Sin pensión,No afiliado,Sin afiliación
Cedula de Ciudadanía,1969,Femenino,1,Si,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,2013,Artes plásticas,9e792452-5f16-4816-9950-e6793d498692,2021,Duitama,"-73,03063","5,822964",Tundama,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1966,Masculino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,1985,Literatura,ce43b04e-e350-4b58-ad34-30a2450566d2,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colfondos,Medimás,Contributivo
Cedula de Ciudadanía,1985,Masculino,3,No,No,Ninguno,Magister,Universidad,Artista Creador,NO,2012,Música,7f5357ef-de0f-43f3-a4a4-6cfb8374fbb6,2021,Tibasosa,"-72,999449","5,74723",Sugamuxi,Sí,Old Mutual,Compensar,Contributivo
Cedula de Ciudadanía,1999,Femenino,3,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,NO,2017,Teatro,fd7606e8-31a0-417f-b31e-6f3ab7b331bc,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Otro,Sanitas,Contributivo
Cedula de Ciudadanía,1981,Femenino,1,Si,Sí,Mestizos,Universitaria,"Autodidacta, Cursos, Clases particulares",Artista Creador,SI,2005,Artes plásticas,71b7368a-1f60-432a-b5a4-94268c85523a,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Sin pensión,Coosalud,Contributivo
Cedula de Ciudadanía,1983,Masculino,3,Si,No,Ninguno,Secundaria,"Autodidacta, Cursos",Gestor Cultural,NO,2019,Gestor Cultural,d72bc0c8-b838-4629-831b-d4ad9719a41e,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1975,Masculino,2,No,No,Ninguno,Universitaria,Autodidacta,Interprete,SI,2012,Música,ddd01147-6c41-4a1b-bb31-f8bf71b5b608,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1967,Masculino,3,Si,No,Mestizos,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares",Gestor Cultural,NO,1998,Gestor Cultural,5d3603af-b73c-4192-ae7d-44280b7ed041,2021,Tibasosa,"-72,999449","5,74723",Sugamuxi,Sí,Colpensiones,Compensar,Contributivo
Cedula de Ciudadanía,1966,Masculino,3,No,No,Ninguno,Universitaria,Autodidacta,Gestor Cultural,SI,2007,Gestor Cultural,253e68eb-9839-46f6-906d-565b120a4ccf,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Medimás,Contributivo
Cedula de Ciudadanía,1995,Masculino,1,No,Sí,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2015,Teatro,ab7b27ad-6483-4f6a-b856-6355e199cc7b,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Otro,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1977,Masculino,2,Si,No,Ninguno,Universitaria,Universidad,Artista Creador,NO,2006,Cinematografía,ddf6a54d-81b9-49bd-8968-18f086511074,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Fiduprevisora,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1985,Masculino,2,Si,No,Ninguno,Tecnológica,"Autodidacta, Cursos, Universidad",Artista Creador,SI,2004,Artes plásticas,44ca3bab-5904-462d-ad56-550e938f7469,2021,Belén,"-72,911641","5,98923",Tundama,No,Porvenir,Salud Total,Contributivo
Cedula de Ciudadanía,1979,Masculino,3,Si,No,Mestizos,Universitaria,Autodidacta,Artista Creador,SI,1993,Artes plásticas,99b05e22-c16f-4053-8bd0-9824e703159e,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Sin pensión,Sanitas,Contributivo
