Tipo de Identificación,Fecha de Nacimiento,Tipo de sexo,Estrato Social,Cabeza de Familia,Posee alguna discapacidad,Población a la que pertenece,Grado de Escolaridad,Tipo de Formación artística,Sub area,Es su principal actividad,Año de inicio de actividad,Area en la que se desempeña,id_artista,Año registro,Municipio,Longitud,Latitud,Provincia,Hace parte de alguna organización,Empresa de pensión,Eps,regimen
Cedula de Ciudadanía,1952,Masculino,3,No,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,1982,Artes plásticas,7d6f5147-9ec8-49d6-815b-277f430c72ec,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Unisalud,Contributivo
Cedula de Ciudadanía,1989,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2016,Cinematografía,2382dee6-4ae1-4d62-b724-7be3b0b85eab,2021,Tibasosa,"-72,999449","5,74723",Sugamuxi,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1964,Masculino,3,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos",Artista Creador,SI,2000,Artes plásticas,deec2871-407b-4bf9-a5be-c06f9506c4ff,2021,Duitama,"-73,03063","5,822964",Tundama,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1994,Masculino,2,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2010,Artes plásticas,a1822554-4ab7-4b9f-bda3-a2a3115cc2fb,2021,Duitama,"-73,03063","5,822964",Tundama,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1972,Masculino,2,Si,No,Ninguno,Tecnológica,Autodidacta,Interprete,NO,1990,Literatura,2a84cebc-6f9d-46d2-87d7-810aab956d8c,2021,Monguí,"-72,849292","5,723486",Sugamuxi,No,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1993,Femenino,3,No,No,Ninguno,Magister,Universidad,Artista Formador,SI,2011,Artes plásticas,d0e00879-4264-4f82-a104-2dd0938d35c0,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1988,Masculino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Interprete,SI,2012,Música,8c0fe709-fd9f-4f25-8aa4-f2a51b876165,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Otro,Nueva EPS,Contributivo
Cedula de Ciudadanía,1988,Masculino,2,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Universidad",Artista Formador,SI,2005,Artes plásticas,ed023b54-6985-4325-a19d-97f281bb4afa,2021,Aquitania,"-72,88399","5,518602",Sugamuxi,Sí,Fiduprevisora,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1965,Masculino,2,Si,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,1985,Artes plásticas,a617ebcd-fbd7-4974-81cf-5fd9ad893dba,2021,Paipa,"-73,11782","5,779894",Tundama,No,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1981,Masculino,2,Si,No,Ninguno,Técnica,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,SI,2003,Artes plásticas,321d35f8-6d2f-4136-a94d-60643d8aa8ad,2021,Paipa,"-73,11782","5,779894",Tundama,Sí,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,2000,Femenino,2,No,No,Ninguno,Técnica,"Autodidacta, Talleres, Universidad",Artista Creador,SI,2018,Artes plásticas,faffa155-2505-4fa5-b952-faf362438a3e,2021,Boyacá,"-73,361945","5,454578",Márquez,No,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1984,Masculino,2,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2007,Artes plásticas,d630b815-7b80-4cde-8f82-f9b1dd39e4ab,2021,Monguí,"-72,849292","5,723486",Sugamuxi,No,Otro,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,2021,Masculino,2,Si,No,Ninguno,Tecnológica,"Talleres, Cursos, Clases particulares",Artista Formador,SI,2012,Música,e9d1c9e8-dddf-4dea-8254-99dcdfc09473,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1992,Masculino,2,No,No,Ninguno,Secundaria,"Autodidacta, Talleres, Cursos, Universidad",Emprendedor,SI,2018,Artes plásticas,b7c57b83-86f3-4bb6-aaf3-7b9aad310790,2021,Tunja,"-73,355539","5,53988",Centro,No,Otro,Nueva EPS,Contributivo
Cedula de Ciudadanía,1997,Masculino,1,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2016,Artes plásticas,6e324c13-1d5c-489d-9e4d-e29a1f8406a9,2021,Duitama,"-73,03063","5,822964",Tundama,No,Otro,Otra / No clasificada,Subsidiado
Cedula de Ciudadanía,1985,Femenino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares",Gestor Cultural,SI,2014,Gestor Cultural,a0feba4a-6ae5-4987-a13b-d3f486d388fc,2021,Tunja,"-73,355539","5,53988",Centro,No,Protección,Nueva EPS,Contributivo
Cedula de Ciudadanía,1999,Femenino,2,No,No,Ninguno,Universitaria,Universidad,Artista Formador,SI,2015,Artes plásticas,3f051171-ab9a-4c06-859a-5b33751e1001,2021,Boyacá,"-73,361945","5,454578",Márquez,No,Otro,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1991,Masculino,1,Si,No,Ninguno,Tecnológica,Autodidacta,Artista Creador,NO,2017,Música,bb525122-0de6-4d22-a674-8d0ddd415317,2021,Chivatá,"-73,282529","5,558949",Centro,Sí,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1987,Masculino,2,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2010,Artes plásticas,6afbcb3a-0560-4d45-b238-f379f9cf051b,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1983,Femenino,3,No,No,Ninguno,Secundaria,"Talleres, Cursos, Clases particulares",Artista Formador,SI,2006,Música,3fdfd788-a594-4cdd-be05-0c0150f644c9,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1991,Femenino,4,No,No,Ninguno,Universitaria,"Cursos, Universidad",Artista Creador,SI,2000,Artes plásticas,e425a1b7-121d-4305-a674-dc7f3c99a755,2021,Duitama,"-73,03063","5,822964",Tundama,No,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,1981,Masculino,2,No,No,Ninguno,Técnica,Universidad,Artista Creador,NO,2003,Artes plásticas,77cf4c65-f338-4570-90a1-ba37b87ea73e,2021,Corrales,"-72,844795","5,828064",Tundama,No,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1991,Femenino,3,Si,No,Ninguno,Universitaria,Autodidacta,Artista Creador,SI,2016,Cinematografía,e69834f2-a7b5-48b5-83f6-82b52d9cdfbe,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1982,Masculino,3,Si,No,Ninguno,Magister,"Cursos, Clases particulares, Universidad",Artista Creador,NO,2000,Artes plásticas,bf26ee35-395a-4f40-8bb7-e6cf35b72328,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1994,Masculino,3,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad","Son varias: director, actor y dramaturgo",SI,2012,Teatro,f1b727b6-835c-4743-a4f7-0c3fde4ae23d,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Protección,Sanitas,Contributivo
Cedula de Ciudadanía,2000,Masculino,2,Si,No,Ninguno,Secundaria,Clases particulares,Interprete,SI,2018,Música,1917dfc7-a459-4a62-9ca4-f76e5e931fd4,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1989,Femenino,1,Si,No,Ninguno,Técnica,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,SI,2018,Artes plásticas,2372ec52-1ee2-425e-b3ba-41bc5c150dbd,2021,Tunja,"-73,355539","5,53988",Centro,No,Protección,Coosalud,Contributivo
Cedula de Ciudadanía,1991,Femenino,2,Si,No,Ninguno,Técnica,Universidad,Artista Creador,SI,2018,Artes plásticas,c959c37e-1f8e-4df6-ba65-07d67bf79d12,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Otro,Nueva EPS,Contributivo
Cedula de Ciudadanía,1980,Masculino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,SI,2016,Danza,12f72f17-36b7-4b3e-9f15-9c91524ac9c0,2021,Chiquinquirá,"-73,818745","5,61379",Occidente,Sí,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,1998,Femenino,4,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2015,Artes plásticas,ccbc66ae-6b7f-403f-bd78-187f234b078e,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1968,Masculino,2,Si,No,Ninguno,Primaria,Autodidacta,Gestor Cultural,NO,1977,Música,2ca3c097-1878-414c-9fa1-949fae3745bd,2021,Duitama,"-73,03063","5,822964",Tundama,No,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1997,Femenino,3,No,No,Ninguno,Universitaria,Universidad,Productor,SI,2019,Cinematografía,54682337-2b0a-47e8-a01f-5ca058efeb61,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1974,Masculino,2,Si,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,1999,Artes plásticas,b3628a89-1ca0-4ade-92ac-2ce62837ea4d,2021,Duitama,"-73,03063","5,822964",Tundama,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1975,Masculino,3,No,No,Ninguno,Especialista,"Autodidacta, Talleres, Cursos",Artista Creador,SI,2008,Artes plásticas,2b5903e2-9d1f-4185-a9a1-807cb89d037b,2021,Duitama,"-73,03063","5,822964",Tundama,No,Colfondos,Medimás,Contributivo
Tarjeta de identidad,1998,Femenino,1,Si,No,Ninguno,Universitaria,"Autodidacta, Cursos",Gestor Cultural,SI,2020,Sabores y Saberes,639a2b7e-0f99-4fa1-a1d7-bff990b03439,2021,Campohermoso,"-73,104173","5,031676",Lengupá,Sí,Sin pensión,Coosalud,Contributivo
Cedula de Ciudadanía,1975,Masculino,2,Si,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2002,Literatura,f75b6e53-09b5-4962-9353-28c65605b074,2021,Paipa,"-73,11782","5,779894",Tundama,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1994,Femenino,2,Si,No,Ninguno,Técnica,Talleres,Emprendedor,SI,2021,Emprendimiento Cultural,259d74b6-f864-402f-84af-bc9de27163cb,2021,Jenesano,"-73,363738","5,385813",Márquez,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1956,Femenino,3,Si,No,Ninguno,Universitaria,Autodidacta,Gestor Cultural,NO,2020,Emprendimiento Cultural,d2c277e9-7b99-4f75-b508-d0501ec604e0,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,1991,Masculino,2,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Universidad",Artista Creador,SI,2016,Artes plásticas,3460078c-23a6-4a42-b6a8-430ffd88947c,2021,Duitama,"-73,03063","5,822964",Tundama,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1973,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,1991,Artes plásticas,8d47d6ff-9267-47b0-8033-17bebcc4ed40,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1986,Masculino,2,Si,No,Mestizos,Universitaria,"Autodidacta, Universidad",Artista Creador,NO,2010,Artes plásticas,8d77f51a-eff5-4c8e-80f4-f7900fd3b923,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,1992,Femenino,3,Si,No,Ninguno,Universitaria,"Cursos, Clases particulares",Interprete,SI,2018,Música,0f4c219e-3833-40af-aa2b-c8113a8e62c6,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,2001,Femenino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,NO,2019,Artes plásticas,929c23c4-e058-45d6-b05a-fed80bc642a9,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Nueva EPS,Contributivo
